name_track,name_artist,genre,type,year
Crazy Over You,BLACKPINK,pop,track,2020
Comfort Crowd,Conan Gray,pop,track,2020
In The Air,Destroy Lonely,pop,track,2020
Cool,Dua Lipa,pop,track,2020
Easy,Stray Kids,pop,track,2020
THE BADDEST,K/DA,pop,track,2020
Minefields,Faouzia,pop,track,2020
Ich hab' geträumt von dir - 2020 Remaster,Matthias Reim,pop,track,2020
mars,YUNGBLUD,pop,track,2020
off the table (with The Weeknd),Ariana Grande,pop,track,2020
my hair,Ariana Grande,pop,track,2020
drunk face,mgk,pop,track,2020
District 9,Stray Kids,pop,track,2020
Feels Right,Biig Piig,pop,track,2020
Radio,Freak Slug,pop,track,2020
I Feel Bass,MI37,pop,track,2020
Every Colour,Luca Fogale,pop,track,2020
Place,Playboi Carti,pop,track,2020
Shallow,Bossa Bros,pop,track,2020
Stupid Love,Lady Gaga,pop,track,2020
MIROH,Stray Kids,pop,track,2020
Walk The Line,Jadu Heart,pop,track,2020
Run,Joji,pop,track,2020
Sweet Melody,Little Mix,pop,track,2020
AWAY,Oxlade,pop,track,2020
Games,NEIL FRANCES,pop,track,2020
nasty,Ariana Grande,pop,track,2020
Maria,HWASA,pop,track,2020
west side,Ariana Grande,pop,track,2020
WANNABE,ITZY,pop,track,2020
One Too Many,Keith Urban,pop,track,2020
acting like that (feat. Machine Gun Kelly),YUNGBLUD,pop,track,2020
Ice Cream (with Selena Gomez),BLACKPINK,pop,track,2020
Backyard Boy,Claire Rosinkranz,pop,track,2020
Down,Jack Curley,pop,track,2020
Scream Drive Faster,LAUREL,pop,track,2020
Miracles,Colton Dixon,pop,track,2020
We are Bulletproof : the Eternal,BTS,pop,track,2020
Too Close,Sir Chloe,pop,track,2020
Sensitive,Dreamer Isioma,pop,track,2020
Nimet,Didomido,pop,track,2020
Who,Lauv,pop,track,2020
Love me or Leave me,DAY6,pop,track,2020
Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),Miley Cyrus,pop,track,2020
Oh my god,i-dle,pop,track,2020
Be Like That - feat. Swae Lee & Khalid,Kane Brown,pop,track,2020
INCEPTION,ATEEZ,pop,track,2020
Ice Cream (with Selena Gomez),BLACKPINK,pop,track,2020
Graveyard,Halsey,pop,track,2020
Happy,Bukahara,pop,track,2020
Crazier Things (with Noah Kahan),Chelsea Cutler,pop,track,2020
Küçük Bir Yol,Hadise,pop,track,2020
One Too Many,Keith Urban,pop,track,2020
In Your Eyes (with Doja Cat) - Remix,The Weeknd,pop,track,2020
Plastic Hearts,Miley Cyrus,pop,track,2020
Let Me In (20 CUBE),ENHYPEN,pop,track,2020
Lights - Single Version,Ellie Goulding,pop,track,2020
Lenu - Remix,BNXN,pop,track,2020
Never Let Me Down,VIZE,pop,track,2020
Wegen Dir (Nachts wenn alles schläft),Kerstin Ott,pop,track,2020
That's What I Like,Bossa Nova Covers,pop,track,2020
Black Swan,BTS,pop,track,2020
Mmmh,KAI,pop,track,2020
Pancakes for Dinner,Lizzy McAlpine,pop,track,2020
Killing Me Softly With His Song,Nara,pop,track,2020
Remember Me,Alyssa & Gia,pop,track,2020
Gang,Anoraak,pop,track,2020
Aftertaste,Loud Luxury,pop,track,2020
obvious,Ariana Grande,pop,track,2020
love language,Ariana Grande,pop,track,2020
Love Again,Dua Lipa,pop,track,2020
Cool Me Down (feat. Wizkid),DJ Tunez,pop,track,2020
"god save me, but don't drown me out",YUNGBLUD,pop,track,2020
Apple Pie,Lizzy McAlpine,pop,track,2020
Dance Monkey,Bossa Nova Covers,pop,track,2020
Available,Justin Bieber,pop,track,2020
Blue Hour,TOMORROW X TOGETHER,pop,track,2020
"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,pop,track,2020
Himmelblaue Augen - Remastered 2020,Anna-Maria Zimmermann,pop,track,2020
Daylight,Joji,pop,track,2020
El Mismo Aire - con Pablo Alborán,Camilo,pop,track,2020
Sour Candy (with BLACKPINK),Lady Gaga,pop,track,2020
Look Into My Eyes,Brando,pop,track,2020
Back Door Run,Ocie Elliott,pop,track,2020
On the Lookout,NEIL FRANCES,pop,track,2020
i miss u (with Au/Ra),Jax Jones,pop,track,2020
People,Agust D,pop,track,2020
Ex,Stray Kids,pop,track,2020
LA DI DA,EVERGLOW,pop,track,2020
Sour Candy (with BLACKPINK),Lady Gaga,pop,track,2020
Senin Yüzünden,Buray,pop,track,2020
"Wow (Lee Know, Hyunjin, Felix)",Stray Kids,pop,track,2020
10 Months,ENHYPEN,pop,track,2020
Checkmate,Conan Gray,pop,track,2020
Intentions - Acoustic,Justin Bieber,pop,track,2020
Replay,Lady Gaga,pop,track,2020
Into the I-LAND,I-LAND,pop,track,2020
Trigger Of Love,JAWNY,pop,track,2020
00:00 (Zero O’Clock),BTS,pop,track,2020
oops!,Yung Gravy,pop,track,2020
Uslanmıyor Bu,Zeynep Bastık,pop,track,2020
Punk Monk,Playboi Carti,pop,track,2020
More Than Friends,Aidan Bissett,pop,track,2020
うっせぇわ,Ado,pop,track,2020
MAGO,GFRIEND,pop,track,2020
Kick It,NCT 127,pop,track,2020
Flicker,ENHYPEN,pop,track,2020
Lemon,Kenshi Yonezu,pop,track,2020
Care For You,The Marías,pop,track,2020
Not Shy,ITZY,pop,track,2020
UNO,Little Big,pop,track,2020
My Time,BTS,pop,track,2020
Sweet Tooth,Cavetown,pop,track,2020
Future Nostalgia,Dua Lipa,pop,track,2020
kiss kiss,mgk,pop,track,2020
Answer,ATEEZ,pop,track,2020
Louder than bombs,BTS,pop,track,2020
Fix You,Bossa Bros,pop,track,2020
DANCE,CLMD,pop,track,2020
Any,Stray Kids,pop,track,2020
Something Different,Adekunle Gold,pop,track,2020
Somebody Like That,Tenille Arts,pop,track,2020
OK,Wallows,pop,track,2020
Blinding Lights (with ROSALÍA) - Remix,The Weeknd,pop,track,2020
Halbuki,Yalın,pop,track,2020
Love Makes You Blind,Kaylee Rose,pop,track,2020
I Love You's,Hailee Steinfeld,pop,track,2020
pov,Ariana Grande,pop,track,2020
Only For A Moment,Lola Marsh,pop,track,2020
Heather,Conan Gray,pop,track,2020
cotton candy,YUNGBLUD,pop,track,2020
Body Like A Back Road,Sam Hunt,pop,track,2020
Lost Horse,Asaf Avidan,pop,track,2020
People You Know,Selena Gomez,pop,track,2020
I Feel It Coming,Eve St. Jones,pop,track,2020
Sleepless,Dutch Melrose,pop,track,2020
MORE & MORE,TWICE,pop,track,2020
Jupiter,The Marías,pop,track,2020
Black Mamba,aespa,pop,track,2020
Can't You See Me?,TOMORROW X TOGETHER,pop,track,2020
Deli Kız,Buray,pop,track,2020
Secret Story of the Swan,IZ*ONE,pop,track,2020
Know You,LADIPOE,pop,track,2020
Hypnodancer,Little Big,pop,track,2020
Any song,ZICO,pop,track,2020
Criminal,TAEMIN,pop,track,2020
Rüyalara Sor,Mustafa Ceceli,pop,track,2020
Toate Diamantele,Luis Gabriel,pop,track,2020
Take On Me,Bossa Nova Covers,pop,track,2020
Hollywood,LA Vision,pop,track,2020
Duduke,Simi,pop,track,2020
Shape of You,Nara,pop,track,2020
Black Magic,Jonasu,pop,track,2020
Telepathy,BTS,pop,track,2020
Dargın,Zeynep Bastık,pop,track,2020
all I know (feat. Trippie Redd),mgk,pop,track,2020
Intentions - Acoustic,Justin Bieber,pop,track,2020
All of Me,Nara,pop,track,2020
Pride (with mxmtoon),Noah Kahan,pop,track,2020
jawbreaker,mgk,pop,track,2020
"Hey, Soul Sister",Rio Branco,pop,track,2020
Llévame,Bruno Romano,pop,track,2020
claws,Charli xcx,pop,track,2020
Haru wo Tsugeru,yama,pop,track,2020
Can't Take My Eyes off You,Bossa Bros,pop,track,2020
i met sarah in the bathroom,awfultune,pop,track,2020
AG Baby,Adekunle Gold,pop,track,2020
Favorito,Camilo,pop,track,2020
Blue & Grey,BTS,pop,track,2020
Green Light,Olamide,pop,track,2020
eight(Prod.&Feat. SUGA of BTS),IU,pop,track,2020
Der hellste Stern (Böhmischer Traum) - Silverjam Mix,DJ Ötzi,pop,track,2020
Cake By The Ocean,Bossa Nova Covers,pop,track,2020
anthems,Charli xcx,pop,track,2020
Moon,BTS,pop,track,2020
Africain,Stormy,pop,track,2020
More Than Friends,Aidan Bissett,pop,track,2020
No Sl33p,Playboi Carti,pop,track,2020
OMG What's Happening,Ava Max,pop,track,2020
Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,Lennon Stella,pop,track,2020
DUN DUN,EVERGLOW,pop,track,2020
I Don't Know Why,NOTD,pop,track,2020
Best I Ever Had,LAUREL,pop,track,2020
UGH!,BTS,pop,track,2020
Perfect,Pablo Cepeda,pop,track,2020
LION,i-dle,pop,track,2020
Fairy of Shampoo,TOMORROW X TOGETHER,pop,track,2020
Your eyes tell,BTS,pop,track,2020
GO HARD,TWICE,pop,track,2020
Outro : Ego,BTS,pop,track,2020
HIT EM WHERE IT HURTS,PawPaw Rod,pop,track,2020
Tokyo Flash,Vaundy,pop,track,2020
FIESTA,IZ*ONE,pop,track,2020
Lamb's Wool,Foster The People,pop,track,2020
Fly To My Room,BTS,pop,track,2020
A Partir De Hoy,David Bisbal,pop,track,2020
forever,Charli xcx,pop,track,2020
Sor Mi Mu,Gyakie,pop,track,2020
Savage Love (Laxed – Siren Beat) [BTS Remix],Jawsh 685,pop,track,2020
Bil Diye Söylüyorum,Sibel Can,pop,track,2020
Der hellste Stern (Böhmischer Traum) - Silverjam Mix,DJ Ötzi,pop,track,2020
I Hope (feat. Charlie Puth),Gabby Barrett,pop,track,2020
Uita-Te la Mine,Printesa de Aur,pop,track,2020
Kidult,SEVENTEEN,pop,track,2020
Let Her Go,Rio Branco,pop,track,2020
Tattoo,Fireboy DML,pop,track,2020
Tutu,Camilo,pop,track,2020
More Than a Woman,Ituana,pop,track,2020
Friends,BTS,pop,track,2020
Slave to Love,BossArt Ensemble,pop,track,2020
Lovefool,Bossa Nova Covers,pop,track,2020
In This Dark Time,Aime Simone,pop,track,2020
Hold It Together,The Marías,pop,track,2020
Sang Rahiyo,Jasleen Royal,pop,track,2020
Tonight,SPINALL,pop,track,2020
Stay,BTS,pop,track,2020
Stand By Me,Pablo Cepeda,pop,track,2020
Sweet One,Wizkid,pop,track,2020
Color Esperanza 2020,Diego Torres,pop,track,2020
Dünyadan Uzak,Sakiler,pop,track,2020
Sweet & Sour (feat. Lauv & Tyga),Jawsh 685,pop,track,2020
Mighty Wine,Wizkid,pop,track,2020
Crash My Car,COIN,pop,track,2020
Break My Stride,Bossa Nova Covers,pop,track,2020
Panorama,IZ*ONE,pop,track,2020
Inner Child,BTS,pop,track,2020
Easy Tiger,Billy Raffoul,pop,track,2020
Crystal Clear,Hayley Williams,pop,track,2020
Dynamite,BTS,pop,track,2020
Yes I Do,L.A.B.,pop,track,2020
See You Again,Elle Valenci,pop,track,2020
New Invention,I DONT KNOW HOW BUT THEY FOUND ME,pop,track,2020
Damn (feat. 6LACK),Omah Lay,pop,track,2020
Rearrange Us,Mt. Joy,pop,track,2020
Company,Sarah Menescal,pop,track,2020
Boy With Luv (Feat. Halsey),BTS,pop,track,2020
NUNU NANA,Jessi,pop,track,2020
Pe Cimpoi,Sandu Ciorba,pop,track,2020
The One,Rea Garvey,pop,track,2020
Interlude : Shadow,BTS,pop,track,2020
Abule,Patoranking,pop,track,2020
For Ya,蒋小呢,pop,track,2020
Lamb's Wool,Foster The People,pop,track,2020
Svag,Victor Leksell,pop,track,2020
Tu Aake Dekhle,King,pop,track,2020
嘉賓,张远,pop,track,2020
All About the Money,Bossa Nova Covers,pop,track,2020
A Little Lime,Jordan Davis,pop,track,2020
HELL IN HEAVEN,TWICE,pop,track,2020
This City - Acoustic,Sam Fischer,pop,track,2020
Hooked On a Feeling,Bossa Nova Covers,pop,track,2020
少年,梦然,pop,track,2020
Roma (feat. Terri),Wizkid,pop,track,2020
American Cars,Annie,pop,track,2020
感電,Kenshi Yonezu,pop,track,2020
Monster,Red Velvet - IRENE & SEULGI,pop,track,2020
Talking in Your Sleep - Bossa Nova Mix,Groove Da Praia,pop,track,2020
Nights Like This,Loud Luxury,pop,track,2020
Only Happy When It Rains,Amazonics,pop,track,2020
After the Love Has Gone,Rio Branco,pop,track,2020
The Riddle,Bossa Nova Covers,pop,track,2020
supercuts,Jeremy Zucker,pop,track,2020
Fukakoryoku,Vaundy,pop,track,2020
Rampapapam,Arem Ozguc,pop,track,2020
fue mejor,Kali Uchis,pop,track,2020
We Lost The Summer,TOMORROW X TOGETHER,pop,track,2020
Make It Right,BTS,pop,track,2020
I&credible,I-LAND,pop,track,2020
Time Stands,Nathaniel Rateliff,pop,track,2020
Sedona,Sir Chloe,pop,track,2020
90's Love,NCT U,pop,track,2020
SO BAD,STAYC,pop,track,2020
Tiger Inside,SuperM,pop,track,2020
Waiting for Love,Bossa Nova Covers,pop,track,2020
Melodia,sanah,pop,track,2020
Moves Like Jagger,Bossa Nova Covers,pop,track,2020
Hold It Together,The Marías,pop,track,2020
100 Ways,Jackson Wang,pop,track,2020
1000 Träume weit (Torneró) - Version 2020,Anna-Maria Zimmermann,pop,track,2020
Higher,Madison Ryann Ward,pop,track,2020
Barbar,Kaan Boşnak,pop,track,2020
白日,King Gnu,pop,track,2020
Despacito,Pablo Cepeda,pop,track,2020
SUGA's Interlude,Halsey,pop,track,2020
Make A Wish (Birthday Song),NCT U,pop,track,2020
たぶん,YOASOBI,pop,track,2020
Love Killa,MONSTA X,pop,track,2020
Physical (feat. Hwa Sa),Dua Lipa,pop,track,2020
Sucks To Be You,SAINt JHN,pop,track,2020
AYA,MAMAMOO,pop,track,2020
離開我的依賴,Evangeline Wong,pop,track,2020
Desce Pro Play (PA PA PA),ZAAC,pop,track,2020
Nonstop,OH MY GIRL,pop,track,2020
Dynamite,BTS,pop,track,2020
Soul,Lee Brice,pop,track,2020
Power,Kevin Gates,pop,track,2020
For You,LeeHi,pop,track,2020
Don Dada,Timaya,pop,track,2020
Stay Gold,BTS,pop,track,2020
Kaiju no Hanauta,Vaundy,pop,track,2020
Candy,BAEKHYUN,pop,track,2020
Zombie,DAY6,pop,track,2020
Deep End,Holly Humberstone,pop,track,2020
Light a Flame,SEVENTEEN,pop,track,2020
Fire Escape,Call Me Karizma,pop,track,2020
UP NO MORE,TWICE,pop,track,2020
Room For Love,Lord Siva,pop,track,2020
Home Sweet,Russell Dickerson,pop,track,2020
Breaking Up Was Easy In The 90's,Sam Hunt,pop,track,2020
What do you think?,Agust D,pop,track,2020
Beautiful Madness,Michael Patrick Kelly,pop,track,2020
NOT BY THE MOON,GOT7,pop,track,2020
11,Dean Blunt,pop,track,2020
花に亡霊,ヨルシカ,pop,track,2020
Chica Ideal,Sebastian Yatra,pop,track,2020
Lil Bit,Nelly,pop,track,2020
Sie hat es wieder getan,Thomas Anders,pop,track,2020
osmanthus (feat. Ado),whaledontsleep,pop,track,2020
Wishlist,TOMORROW X TOGETHER,pop,track,2020
I'm Not Mad,Halsey,pop,track,2020
Love Again,BAEKHYUN,pop,track,2020
Si Tú La Quieres,David Bisbal,pop,track,2020
Love You Like I Used To,Russell Dickerson,pop,track,2020
Heyecandan,Oğuzhan Koç,pop,track,2020
Cold Feet,Loud Luxury,pop,track,2020
Left & Right,SEVENTEEN,pop,track,2020
HOME;RUN,SEVENTEEN,pop,track,2020
Buz,Soner Sarıkabadayı,pop,track,2020
BEBÉ,Camilo,pop,track,2020
Slacker,Dean Blunt,pop,track,2020
On the Beach,Jubël,pop,track,2020
Tape Loop,Ituana,pop,track,2020
Somebody - Acoustic,Dagny,pop,track,2020
MAKE ME GO,TWICE,pop,track,2020
Alien,Dennis Lloyd,pop,track,2020
Love Hurts,Sarah Menescal,pop,track,2020
Oye,TINI,pop,track,2020
MIDDLE OF THE NIGHT,MONSTA X,pop,track,2020
Nirvana,Gülşen,pop,track,2020
22,TINI,pop,track,2020
Mañana Es Too Late,Jesse & Joy,pop,track,2020
刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,pop,track,2020
Marie,Die Draufgänger,pop,track,2020
Dumhdurum,Apink,pop,track,2020
What do you think?,Agust D,pop,track,2020
always,keshi,pop,track,2020
Kaerou,Fujii Kaze,pop,track,2020
Asal Mein,Darshan Raval,pop,track,2020
It's Raining After All,TUYU,pop,track,2020
a.m.3:21,yama,pop,track,2020
If E Happen For Lagos,Runtown,pop,track,2020
Constant,Jesse Barrera,pop,track,2020
交換餘生,JJ Lin,pop,track,2020
Doldur Yüreğimi,Funda Arar,pop,track,2020
Dolphin,OH MY GIRL,pop,track,2020
レディメイド,Ado,pop,track,2020
LMM,HWASA,pop,track,2020
DUMDi DUMDi,i-dle,pop,track,2020
情人 - Lover,KUN,pop,track,2020
Lantas,Juicy Luicy,pop,track,2020
Wolken,Bukahara,pop,track,2020
Heat Up,Giant Rooks,pop,track,2020
燕无歇,蒋雪儿Snow.J,pop,track,2020
Doch da war mehr - 2020 Remaster,Matthias Reim,pop,track,2020
Dingga,MAMAMOO,pop,track,2020
Nan-Nan,Fujii Kaze,pop,track,2020
Under Stars,Wintershome,pop,track,2020
Por Primera Vez,Camilo,pop,track,2020
Vida de Rico,Camilo,pop,track,2020
Lights,BTS,pop,track,2020
Was ist nur los - 2020 Remaster,Matthias Reim,pop,track,2020
Flamingo,Kenshi Yonezu,pop,track,2020
Compared Child,TUYU,pop,track,2020
Ganz egal (wie wir das Ding auch dreh'n) - 2020 Remaster,Matthias Reim,pop,track,2020
Call Me Now,Michael Calfan,pop,track,2020
Nonstop,OH MY GIRL,pop,track,2020
Right Down the Line,Scubba,pop,track,2020
Te Esperé,Jesse & Joy,pop,track,2020
Home Sweet,Russell Dickerson,pop,track,2020
August,Intelligency,pop,track,2020
Ellie,Regi,pop,track,2020
你的万水千山,海来阿木,pop,track,2020
Ich muss Dir was sagen - Single Mix,Kerstin Ott,pop,track,2020
Bertaut,Nadin Amizah,pop,track,2020
離開我的依賴,Evangeline Wong,pop,track,2020
Breaking Up Was Easy In The 90's,Sam Hunt,pop,track,2020
舞い落ちる花びら（Fallin' Flower）,SEVENTEEN,pop,track,2020
"Jaan Ban Gaye - From ""Khuda Haafiz""",Asees Kaur,pop,track,2020
Together,SEVENTEEN,pop,track,2020
Caffeine,Kiro Akiyama,pop,track,2020
Un Beso en Madrid,TINI,pop,track,2020
Mela!,Ryokuoushoku Shakai,pop,track,2020
Ikaw Lang,NOBITA,pop,track,2020
あの夢をなぞって,YOASOBI,pop,track,2020
Suéltate el Pelo,TINI,pop,track,2020
Fara Tine,Theo Rose,pop,track,2020
Born to Win,Timaya,pop,track,2020
Summer YoMuthi,Blaq Diamond,pop,track,2020
New York City Girl,Fireboy DML,pop,track,2020
villain,Teniwoha,pop,track,2020
Me and You,Eric Chou,pop,track,2020
Favorito,Camilo,pop,track,2020
Mehrama,Pritam,pop,track,2020
Tanto,Jesse & Joy,pop,track,2020
Ser du månen där du är ikväll? (Tillsammans igen),Thomas Stenström,pop,track,2020
Leap Of Faith,Christopher,pop,track,2020
夏夜最后的烟火,颜人中,pop,track,2020
my type,brb.,pop,track,2020
SAYONARA Baby,Fujii Kaze,pop,track,2020
"Channa Ve - From ""Bhoot - Part One: The Haunted Ship""",Mansheel Gujral,pop,track,2020
WAYO,BANG YEDAM,pop,track,2020
My My,SEVENTEEN,pop,track,2020
YASASHISA,Fujii Kaze,pop,track,2020
我要,顾三十,pop,track,2020
阿拉斯加海湾,Firdhaus,pop,track,2020
Checklist (feat. Chromeo),MAX,pop,track,2020
迷失幻境,IN-K,pop,track,2020
Çukur,Zeynep Bastık,pop,track,2020
Walking on the Chinese Wall,Groove Da Praia,pop,track,2020
Die Tanzfläche brennt - Remastered 2020,Anna-Maria Zimmermann,pop,track,2020
Yours,Raiden,pop,track,2020
Hard To Forget,Sam Hunt,pop,track,2020
天外来物,Joker Xue,pop,track,2020
เรื่องราวความรักในตำนาน,YOUNGOHM,pop,track,2020
Fresa,TINI,pop,track,2020
Daisy,PENTAGON,pop,track,2020
Ne Zamandır - Akustik Live,Simge,pop,track,2020
Kinfolks,Sam Hunt,pop,track,2020
Fearless,SEVENTEEN,pop,track,2020
Amusement Park,BAEKHYUN,pop,track,2020
起风了,Zhou Shen,pop,track,2020
可可托海的牧羊人,王琪,pop,track,2020
feel the same,The Millennial Club,pop,track,2020
世界这么大还是遇见你,程响,pop,track,2020
群青,YOASOBI,pop,track,2020
GIRL LIKE ME,Black Eyed Peas,pop,track,2020
High (Remix),Maria Becerra,pop,track,2020
Takeover,AP Dhillon,pop,track,2020
Vaaroon,Anand Bhaskar,pop,track,2020
En säng av rosor,Darin,pop,track,2020
Amarena,Frah Quintale,pop,track,2020
El chapo,Dani Mocanu,pop,track,2020
C'est une belle journée,Mylène Farmer,pop,track,2020
Представь,Порез на Собаке,pop,track,2020
Gaffe aux autres,Ben Mazué,pop,track,2020
四季予你,程響,pop,track,2020
Jutti Meri (Live),Neha Bhasin,pop,track,2020
Artileria,Dani Mocanu,pop,track,2020
深藍,陳婧霏,pop,track,2020
ゴールデンタイムラバー - 2020 Remaster,Sukima Switch,pop,track,2020
Locura,Cali Y El Dandee,pop,track,2020
I Can't Sleep,Nina Chuba,pop,track,2020
summer nights,The Millennial Club,pop,track,2020
第六感,Reol,pop,track,2020
Again - Remix,Wande Coal,pop,track,2020
Traktorführerschein,Melissa Naschenweng,pop,track,2020
Convénceme,India Martinez,pop,track,2020
Arrogant,AP Dhillon,pop,track,2020
Call,Joeboy,pop,track,2020
WHO DO U LOVE? (feat. French Montana),MONSTA X,pop,track,2020
Acércate,TINI,pop,track,2020
Mic Mac,Käärijä,pop,track,2020
没有你陪伴真的好孤单,梦然,pop,track,2020
お勉強しといてよ,ZUTOMAYO,pop,track,2020
Honeypie,JAWNY,pop,track,2020
Strangers (feat. Alex Germys),Laura Tesoro,pop,track,2020
Illusion,Minelli,pop,track,2020
Green Squirrel In Pretty Bad Shape,Hot Mulligan,pop,track,2020
與我無關,阿冗,pop,track,2020
Asu no Yozora Shoukaihan,Yuaru,pop,track,2020
Love Me Harder,WOODZ,pop,track,2020
Olur Olur,İlyas Yalçıntaş,pop,track,2020
Ridin',NCT DREAM,pop,track,2020
唯一 (三立/台視戲劇《戀愛是科學》插曲),告五人,pop,track,2020
Difigiano,Melissa Naschenweng,pop,track,2020
Love Like This (feat. Fireboy DML),Lil Kesh,pop,track,2020
ハルジオン,YOASOBI,pop,track,2020
All My Love,SEVENTEEN,pop,track,2020
Chaand Baaliyan,Aditya A,pop,track,2020
Yeh Raaten Yeh Mausam,Sanam,pop,track,2020
茫,李润祺,pop,track,2020
奉劝,en,pop,track,2020
永不失联的爱 - Live,單依純,pop,track,2020
绿色,陈雪凝,pop,track,2020
渐冷,雪二,pop,track,2020
"Itni Si Baat Hain (From ""Azhar"")",Pritam,pop,track,2020
Insula Iubirii,Daiana,pop,track,2020
BRABA,Luísa Sonza,pop,track,2020
Cumbiana,Carlos Vives,pop,track,2020
飛行艇,King Gnu,pop,track,2020
好想愛這個世界啊,Hua Chen Yu,pop,track,2020
我看過,周星星,pop,track,2020
Fate,AP Dhillon,pop,track,2020
La Bella y la Bestia,Reik,pop,track,2020
Taaron Ke Shehar,Neha Kakkar,pop,track,2020
No Te Vayas,Camilo,pop,track,2020
ドライフラワー,Yuuri,pop,track,2020
Goat,AP Dhillon,pop,track,2020
Titanic,Kany García,pop,track,2020
Recuerdo,TINI,pop,track,2020
Into the I-LAND,IU,pop,track,2020
RELATIONS,Felix Sandman,pop,track,2020
Better,BoA,pop,track,2020
Inshallah,Akcent,pop,track,2020
Blue,Elina,pop,track,2020
都怪我,胡66,pop,track,2020
怪天氣,YELLOW黃宣,pop,track,2020
空空 - 我是唱作人2第2期Live,陳粒,pop,track,2020
思想犯,ヨルシカ,pop,track,2020
赤伶,等什么君,pop,track,2020
Majhail,AP Dhillon,pop,track,2020
踏山河,Silk Ye,pop,track,2020
Physical (feat. Hwa Sa),Dua Lipa,pop,track,2020
I’m bad too (Feat. DPR LIVE),HWASA,pop,track,2020
间距,en,pop,track,2020
I'm In Love,Patoranking,pop,track,2020
summer nights,The Millennial Club,pop,track,2020
馬と鹿,Kenshi Yonezu,pop,track,2020
17 (feat. Joshua and DK of SEVENTEEN),Pink Sweat$,pop,track,2020
life hack,Vaundy,pop,track,2020
napori,Vaundy,pop,track,2020
1022-比爾的歌,Bomb比爾,pop,track,2020
"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",Ayushmann Khurrana,pop,track,2020
Ao No Waltz,Eve,pop,track,2020
Psycho Killer,Talking Heads,pop,track,2020
Burn Down This Room,Ruben,pop,track,2020
Donnez-moi,Les Frangines,pop,track,2020
Arizona,Blaq Jerzee,pop,track,2020
i'M THE TREND,i-dle,pop,track,2020
Loco,Cheque,pop,track,2020
Afraid,DAY6,pop,track,2020
潮汐,IN-K,pop,track,2020
From Now On,Riaan Benadé,pop,track,2020
化身孤岛的鲸,Zhou Shen,pop,track,2020
他只是经过,h3R3,pop,track,2020
คิด(แต่ไม่)ถึง (Same Page?),Tilly Birds,pop,track,2020
Te Olvidaré,TINI,pop,track,2020
ハルカ,YOASOBI,pop,track,2020
善变,王靖雯,pop,track,2020
Clave Ali,Junior H,pop,track,2020
Chama Ela (feat. Pedro Sampaio),Lexa,pop,track,2020
Toxic,AP Dhillon,pop,track,2020
Diciembre,TINI,pop,track,2020
Harunohi,Aimyon,pop,track,2020
夏天的风,Uu,pop,track,2020
Cabrón y Vago - En Vivo,El Fantasma,pop,track,2020
Cold Feet,Tayo Sound,pop,track,2020
Give It Away,Filatov & Karas,pop,track,2020
夜行,ヨルシカ,pop,track,2020
Naked Heart,Aimyon,pop,track,2020
へでもねーよ,Fujii Kaze,pop,track,2020
Si Tú La Quieres,David Bisbal,pop,track,2020
過 (Should've Let Go),Jackson Wang,pop,track,2020
Che vita meravigliosa,Diodato,pop,track,2020
カムパネルラ,Kenshi Yonezu,pop,track,2020
Déjà Vu,NCT DREAM,pop,track,2020
¿Qué Ha Pasao'?,Abraham Mateo,pop,track,2020
云与海,阿YueYue,pop,track,2020
Fara numar,Dani Mocanu,pop,track,2020
se essa vida fosse um filme,GIULIA BE,pop,track,2020
呼吸有害（电影《飞虎之雷霆极战》主题曲）,Karen Mok,pop,track,2020
Mevzu Derin,Berk Coşkun,pop,track,2020
晚夜微雨问海棠,陈亦洺,pop,track,2020
人間みたいね,Tatsuya Kitani,pop,track,2020
Dance Dance Dance,Astrid S,pop,track,2020
My Love,颜人中,pop,track,2020
Baby Girl,Guru Randhawa,pop,track,2020
Alien - Acoustic,Dennis Lloyd,pop,track,2020
Búscame,Kany García,pop,track,2020
Obsesia,Bogdan DLP,pop,track,2020
Emakhaya (feat. Da Capo & Sun-El Musician),Simmy,pop,track,2020
Rainha da Favela,LUDMILLA,pop,track,2020
不过人间,海来阿木,pop,track,2020
Vreau Sa Beau Cu Fratii Mei,Liviu Guta,pop,track,2020
Có Em Chờ,MIN,pop,track,2020
Do Re Mi,SEVENTEEN,pop,track,2020
Baga Tic Tac,Dj Magic Romania,pop,track,2020
Magia (feat. Sebastián Yatra),Andrés Cepeda,pop,track,2020
Amour Censure,Hoshi,pop,track,2020
棉花糖,胡期皓,pop,track,2020
WOFF,Baby Alice,pop,track,2020
你的酒馆对我打了烊,陈雪凝,pop,track,2020
YOU CAN'T HOLD MY HEART,MONSTA X,pop,track,2020
Tanpa Tergesa,Juicy Luicy,pop,track,2020
Vì Yêu Cứ Đâm Đầu,MIN,pop,track,2020
Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,pop,track,2020
伯虎说 - DJ阳少版,伯爵Johnny,pop,track,2020
执迷不悟,小乐哥(王唯乐),pop,track,2020
